Date,Territoire,Sujet,Thème,Nbre d'article,Qualité du retour,Média,Articles,Qualité du retour2,Tonalité,sentiment,factuel
03/01/2023,Pas-de-Calais,Une maison en proie aux flammes,divers,1.0,factuel,La semaine dans le Boulonnais,"Bournonville Une maison en proie aux flammes Ap‐ pelés vers 14h ce dimanche 26 février, les sapeurs-pompiers de Boulogne, Lumbres, Mar‐ quise, Desvres et Saint-Omer ont été mobilisés pour un in‐ cendie dans une maison, rue de Crémarest à Bournonville. Le feu a été circonscrit. Deux lances auront permis de maîtri‐ ser les flammes. Un couple de 93 et 88 ans a pu être évacué, sans être blessé. Les deux ha‐ bitants ont été pris en charge par une équipe médicale de Marquise, mais leur état ne né‐ cessitait pas de transfert à l'hôpital. Tous deux seront relo‐ gés par leur famille. Un feu de friteuse serait à l'origine de la destruction de l'habitation. Le maire de Bournonville, les gen‐ darmes ainsi que le réseau ERDF étaient sur place. Bou‐ logne-sur-Mer La police inter‐ vient pour un homme apparem‐ ment armé Une voiture de po‐ lice est passée à toute vitesse dans la rue Simoneau, aux alentours de 17 heures, pour aller réaliser une levée de doute dans une habitation de Boulogne-sur-Mer. Le commis‐ sariat de police de Boulognesur-Mer avait en effet été appe‐ lé dans l'après-midi pour signa‐ ler la présence d'une personne exhibant une arme à proximité de la place Navarin, et qui se serait ensuite rentrée dans un bâtiment pour s'y retrancher. Des agents de police sont ainsi intervenus dans la rue des Re‐ ligieuses-Anglais pour tenter de trouver cette personne dans l'immeuble indiqué. Pour au‐ tant, la situation restait assez confuse et aucune personne n'a été retrouvée dans le bâti‐ ment en question. Les policiers sont repartis peu avant 18 heures, après avoir bloqué l'accès à la circulation depuis l'entrée de la rue Simoneau par la Grande Rue. Plus d'une centaine de naufragés déposés au port Selon la préfecture ma‐ ritime (Prémar), en début de matinée et dans la journée du 22 février 2023, le Centre ré‐ gional opérationnel de sur‐ veillance et de sauvetage (CROSS) Gris-Nez est informé que plusieurs embarcations se trouvent en difficulté dans le détroit du Pas-de-Calais. Diffé‐ rents moyens de sauvetage sont alors engagés par le CROSS pour secourir les per‐ sonnes en difficulté. D'une part, le bâtiment hydrogra‐ phique Laplace de la Marine nationale est envoyé pour se‐ courir 26 naufragés. Une fois récupérés, les naufragés sont déposés au port de Boulognesur-Mer. Le remorqueur d'intervention, d'assistance et de sauvetage (RIAS)Abeille Normandie récupère à son bord 40 naufragés avant de les déposer au port. Enfin, le pa‐ trouilleur des affaires mari‐ times (PAM) Jeanne Barreta se‐ couru 45 naufragés qui ont en‐ suite été déposés au port de Boulogne-sur-Mer, soit en tout 111 naufragés. Samer Un conducteur hospitalisé après avoir percuté un poteau élec‐ trique Ce vendredi, en début d'après-midi, un accident de la route s'est produit à Samer au niveau de la route de Wierreau-Bois. Un conducteur a per‐ du le contrôle de son véhicule en ligne droite avant de percu‐ ter un poteau électrique. Un pylône qui menaçait de tomber sur la chaussée. On ne connaît pas les raisons de cette sortie de route. Les sapeurs-pompiers de Desvres ont pris en charge le chauffeur originaire de Se‐ ninghem. L'homme de 50 ans a été transporté vers le centre hospitalier Duchenne. La gen‐ darmerie et la police munici‐ pale sont intervenues. La circu‐ lation a été interdite de la rési‐ dence du Petit Paradis à la rue Nicolas-Jacques-Conté et des déviations mises en place. Les services d'Enedis ont procédé à la dépose du poteau. ■",Factuel,factuel,neutre,True
03/01/2023,Pas-de-Calais,lens : un peu moins de 200 personnes privées de courant suite à un incident sur le réseau ,reseau,1.0,factuel negatif,La voix du Nord ,"lens : un peu moins de 200 personnes privées de courant suite à un incident sur le réseau  Enedis intervient rue Martin-Luther-King, à Lens, suite à un inci‐ dent sur le réseau basse tension. Un peu de 200 personnes sont pri‐ vées de courant, le temps des réparations. Un échauffement sur le réseau basse tension électrique, de la fu‐ mée : les pompiers, alertés, se sont rapidement rendus rue MartinLuther-King, à Lens, ce mercredi, aux alentours de 11 h 30. Ce sont les agents d’Enedis qui ont pris le relais. Afin d’assurer les répara‐ tions nécessaires, ils ont dû couper le courant. Un peu plus de 190 personnes sont concernées, dans un rayon de 100 mètres. Les répa‐ rations devraient prendre une heure, au bout de laquelle le courant sera remis. La circulation est coupée dans la rue, jusqu’à la fin de l’intervention.",Factuel négatif ,factuel négatif ,negatif,True
03/01/2023,Pas-de-Calais,"Pronville-en-Artois : quatre poteaux endommagés par un camion-citerne, des habitants privés de réseau ",reseau,2.0,factuel,La voix du Nord ,"L’accident s’est produit ce mercredi matin. Orange devra réparer les dégâts, mais cette opération pourrait être chronophage. Remontée, Isabelle Tournel, c’est peu de le dire : depuis mardi ma‐ tin dans le village qu’elle administre, des foyers se retrouvent sans téléphonie ni réseau internet… et la situation pourrait durer. La faute à une manœuvre malheureuse d’un camion-citerne en plein épandage dans un champ, rue de l’Étoupe. En accrochant un pre‐ mier poteau, celui-ci a provoqué une réaction en chaîne selon la maire, puisqu’il aurait traversé la route et en aurait endommagé trois autres, dénudant des câbles au passage. Les pompiers, les gendarmes et Enedis ont immédiatement mis le cap sur Pronville-en-Artois pour sécuriser les lieux – la rue est in‐ terdite à la circulation depuis – et vérifier s’il s’agissait de lignes à haute tension. Par chance non, mais Orange, responsable de ces lignes, aura du grain à moudre pour rétablir le réseau et réparer les poteaux. « Sept à huit maisons sont concernées dans deux rues, établit la première magistrate. Il y a parmi elles des personnes âgées, dont une qui vit seule et nécessite la venue de services à domicile. » Pen‐ dant que ces habitants prennent leur mal en patience, l’opérateur invite ses clients à se rendre en boutique pour solliciter « un don de data exceptionnel » : en l’espèce, une clef 4G ou des données mo‐ biles supplémentaires sur la téléphonie",Factuel ,factuel ,neutre,True
03/01/2023,Nord Pas-de-Calais,les Nordistes mauvais élèves de la sobriété énergétique ? Pourquoi c'est plus compliqué que ça ? ,reseau,1.0,factuel positif,La voix du Nord ,"les Nordistes mauvais élèves de la sobriété énergétique ? Pourquoi c'est plus compliqué que ça ? Selon des données dévoilées par Enedis, les habitants du Nord et du Pas-de-Calais sont loin de faire partie de ceux qui ont le plus baissé leur consommation d’électricité cet hiver. Des résultats qui s’expliquent. Les Nordistes seraient-ils des « mauvais élèves » de la sobriété énergétique, comme certains médias peuvent l’écrire ? Enedis et France Bleu dévoilent en effet ce mercredi des données qui per‐ mettent de visualiser « la sobriété énergétique à la maille départe‐ mentale ». Pour éviter les coupures de courant, les Français étaient en effet incités à faire un effort pour diminuer leur consommation d’électricité. Le Nord mal classé, le Pas-de-Calais en queue de peloton Résultat ? C’est dans la moitié sud que les efforts ont été les plus conséquents, comme le montre très clairement la carte. « Le Lot, les Landes et l'Aude sont les départements où la consommation a le plus baissé », note Enedis. Dans le Lot, cette consommation a par exemple de -13,87 % en un an sur la période allant du 15 octobre au 5 février. Et chez nous ? Dans le Nord, cette baisse n’est que de 6,3 %. Pire, le Pas-de-Calais, avec -4,4 %, fait partie du peloton de queue avec les Ardennes (-3,74 %), la Moselle (4,22 %) et l’Orne (-4,29 %). Les Nordistes n’ont-ils fait aucun effort cet hiver ? C’est plus compliqué que cela. On se chauffe plus au gaz chez les Nordistes « Le sud-ouest et le pourtour méditerranéen affichent les baisses les plus importantes : c’est que l’on y trouve le plus fort taux de chauffage électrique et donc le gisement d’économie d’électricité le plus élevé », remarque en effet Enedis. Et oui, dans le Nord et le Pas-de-Calais, on se chauffe plus majoritairement au gaz, ce que les données d’Enedis ne peuvent pas mesurer.",Factuel positif,factuel positif,positif,True
03/01/2023,Nord,Un septuagénaire décède dans un accident de la route à Auberchicourt,divers,3.0,factuel,La voix du Nord ,"Un septuagénaire décède dans un accident de la route à
Auberchicourt Nouveau drame de la route dans le Douaisis, le troisième décès en quatre jours. Commerçant sur le marché d’Auberchicourt, un homme est décédé, ce mercredi matin, dans un accident de la route, à l’angle de la rue de Douai et de la rue du Calvaire. Pas d’autre victime n’est à déplorer. Fleuriste sur le marché d’Auberchicourt, il venait de remballer sa marchandise, ce mercredi vers 11 h 30, quand, pour une raison en‐ core indéterminée, cet homme de 72 ans, habitant Escaudain, a perdu le contrôle de sa voiture. Arrivant de la rue Bernonville, le break, une Fiat Marea gris clair, a emporté dans sa course un feu piéton et une armoire électrique avant de s’encastrer dans la fa‐ çade du cabinet dentaire qui fait l’angle entre les rues de Douai et du Calvaire. Les sapeurs-pompiers ont pris en charge, sur place, le conducteur, en arrêt cardio-respiratoire. Mais la victime n’a pu être réanimée et son décès a été déclaré par le médecin du SMUR. L’accident n’a pas fait d’autre victime. Troisième décès en quatre jours Des agents d’Enedis étaient également sur les lieux. Ils inter‐ viennent car le poste endommagé dessert, en effet, une vingtaine d’habitations privées d’électricité jusqu’à sa réparation. Marie-Hélène Leroy, maire de la commune, était sur place, ainsi que la police nationale et la police scientifique. Après les accidents survenus samedi et lundi sur la D621, il s’agit du troisième décès sur les routes du Douaisis en quatre jours.",Factuel ,factuel ,neutre,True
03/02/2023,Nord Pas-de-Calais,"Carte,Sobriété énergétique : le Nord et le Pas-de-Calais sont-ils des mauvais élèves ? ",reseau,1.0,factuel,Nord Littoral ,,Factuel ,factuel ,neutre,True
03/02/2023,Pas-de-Calais,Wimille : Un incendie se déclare dans une maison route de la poterie ,divers,1.0,factuel,La voix du Nord ,"Un incendie s’est déclaré vers 21 heures, ce jeudi, dans une maison de la route de la Poterie. Vers 23 h 30, les pompiers étaient tou‐ jours sur place. Les dégâts sont conséquents. « C’est le héros ! » Devant le 16 route de la Poterie, à Wimille, poli‐ ciers et sapeurs-pompiers sont à pied d’œuvre, ce jeudi soir. Un homme retourne à sa voiture. « C’est lui qui a sauvé la dame », ex‐ plique un policier. Vers 21 heures, un incendie s’est déclaré, au ni‐ veau de la cheminée, et s’est rapidement propagé à la toiture de cette demeure. Grâce à lui, l’unique habitante, une dame de 86 ans, a pu sortir à temps. « On en a pour la nuit » Vers 23 heures, les sapeurs-pompiers, présents en nombre, conti‐ nuaient à arroser la maison. Des renforts sont encore arrivés vers 22 heures. « On en a pour la nuit », glisse un soldat du feu. Un agent de GrDF a coupé le gaz. Enedis a coupé l’électricité. Une cuve de pétrole de 100 L a pu être mise en sécurité. Mais impos‐ sible pour les sapeurs-pompiers de déployer la grande échelle, à cause des câbles électriques. Ni d’entrer dans le logement, déjà lar‐ gement embrasé. Le maire, Antoine Logié, et un de ses adjoints, était également pré‐ sent, sur les lieux du sinistre. « Elle pourra être relogée chez ses proches », expliquent-ils à propos de la Wimilloise qui réside là. Et qui, fort heureusement, est saine et sauve.",Factuel ,factuel ,neutre,True
03/03/2023,Nord,Une motion de soutien votée pour les agents d'Enedis Avesnes,divers,1.0,negatif,L'observateur du Douaisis,"On a vraiment be‐ soin de tous les élus. On aimerait bien un petit coup de pouce », Renaud Perin, conseiller municipal et agent Enedis à Avesnes-sur-Helpe. près la présentation du projet de la nouvelle salle de sport (article à retrouver dans la prochaine édition), les élus ont validé le PLUi (le Plan Local d’Urbanisme intercom‐ munal). Et ont ensuite été invi‐ tés à soutenir une motion de soutien en faveur des neuf agents d’Enedis Avesnes, dont l’agence (se trouvant dans l’Avenue du Pont-Rouge) est menacée de fermeture. Le pro‐ jet, selon Renaud Perin, consiste à la délocaliser à Mau‐ beuge. « Ce qui augmenterait considérablement le temps sur la route, la fatigue, poussant des personnes à déménager. C’est la fin du service public. » Renaud Perin rappelle qu’il s’agit à ce jour d’un projet, certes, « mais qui est déjà acté. Ce serait une fermeture défini‐ tive. On a vraiment besoin de tous les élus ». VOTÉE À L’UNANIMITÉ Christine Basquin déplore « que le service public s’éloigne de plus en plus. À Sains-duNord, on nous a retiré La Poste. La mairie fait depuis l’effort de tenir une agence postale... sur le budget de la commune... Tout est comme ça... La trésorerie de Trélon va également arrêter... ». La mo‐ tion de soutien a été votée à l’unanimité.",Négatif,négatif,negatif,False
03/03/2023,Nord,La route entre Bérelles et Coursolre fermée jusqu'au 7 avril ,reseau,1.0,factuel,La sambre la frontière,"Le Dé‐ parte‐ ment du Nord an‐ nonce que la route entre Bé‐ relles et Cousolre sera fer‐ mée jus‐ qu’au 7 avril pro‐ chain. Il s’agit de procé‐ der à l’enfouiss ement d’une ligne HTA pour le compte d’Enedis. Les per‐ sonnes sont donc invitées à faire un détour via Aibes et Colle‐ ret pour éviter le chantier. Par contre, les rive‐ rains se‐ ront au‐ torisés à passer.",Factuel ,factuel ,neutre,True
03/04/2023,Pas-de-Calais,"Après les inondations, les élus face au coût des dégats ",reseau,1.0,factuel,Nord littoral ,,Factuel,factuel,neutre,True
03/04/2023,Nord  ,"Viesly : une voiture percute un pylône, un tiers du village privé d'électricté ",divers,2.0,factuel,La voix du Nord ,"Viesly : une voiture percute un pylône, un tiers du village privé
d’électricité Ce samedi 4 mars, en milieu de matinée, une voiture a heurté un pylône, rue de l’Église, en plein centre de Viesly. Selon le maire De‐ nis Delsart, un tiers du village est privé d’électricité. Son rétablis‐ sement est attendu vers 16 heures. C’est une habitante de Viesly qui a prévenu La Voix du Nord, ce sa‐ medi en début d’après-midi : à la suite d’un accident « en plein centre du village », il n’y a « plus d’électricité dans le secteur de‐ puis environ 10 heures / 10 h 30 ». Ce que confirme le maire, De‐ nis Delsart. « Ce (samedi) matin, j’ai été averti par le SDIS (1) qu’une voiture avait perdu le contrôle et avait fracassé un poteau Enedis rue de l’Église. » Selon lui, la conductrice du véhicule, une Vieslysienne, aurait été prise en charge par les secours et transpor‐ tée au centre hospitalier du Cateau-Cambrésis : « Elle est rentrée depuis, avec quelques ecchymoses », rapporte l’élu. Retour du courant attendu vers 16 heures Reste que, « malgré la faible vitesse » du véhicule au moment de l’impact, « le poteau en béton a été sectionné ». En conséquence, «  les services d’Enedis sont intervenus et ont dû couper le courant dans un tiers du village environ ». Selon le maire, l’entreprise de‐ vait procéder à la mise en place d’un poteau de secours, en atten‐ dant, à terme, le remplacement de l’équipement. « D’après Enedis, nous devrions récupérer le courant vers 16 heures », relatait Denis Delsart en début d’après-midi. Parallèlement, la municipalité a fait poser des barrières autour du poteau dégradé et communiqué sur l’accident et ses conséquences sur l’application Panneau Pocket, notamment pour «  les personnes en difficulté pour faire chauffer le repas de leurs enfants, par exemple : on a ouvert la salle Léo-Lagrange et on a mis à disposi‐ tion de quoi chauffer des plats ». Personne ne s’y est présenté : « La solidarité familiale a pu entrer en jeu », estime Denis Delsart. Une fois l’électricité revenue, il prévoit de se rendre à l’école ma‐ ternelle, située dans le périmètre qui en a été privé, « pour relan‐ cer la chaudière, pour que les enfants n’aient pas de surprise lundi matin ».",Factuel,factuel,neutre,True
03/05/2023,Nord,Valenciennes: un octogénaire décède dans l'incendie de sa maison ,divers,3.0,factuel positif,La voix du Nord ,"Valenciennes: un octogénaire décède dans l'incendie de sa maison Ce dimanche matin, place de la Moselle à Valenciennes, le quartier se réveille au son des sirènes des camions de pompiers. Vers 7h30, un feu dévaste une maisonnette vétuste, cour Danzin. Son occu‐ pant, un homme de 80 ans et son chien sont décédés. Comme tous les matins, une assistante de vie se rend au domicile de ce vieux monsieur, locataire, cour Danzin à Valenciennes. Issue d’une fratrie de six enfants, l’octogénaire ne se déplace plus. Il vit là, dans cette petite habitation vétuste, en retrait de rue. Selon son frère, son logement fait souvent l’objet de coupures de courant. Il se chauffe à l’aide d’un poêle à gaz. Dans l’enfilade de la cour, d’autres habitations, inoccupées celles-ci. Le mur porteur risque de s’effondrer D’après les constatations de ce dernier, l’incendie aurait pris dans la chambre. Sans certitude car à son arrivée la maison n’est plus qu’un amas de cendres. Le toit s’est effondré, ne restent que quelques tuiles que les soldats du feu retirent précautionneuse‐ ment alors que de la fumée se dégage encore de la bâtisse. Les se‐ cours ont alors trois priorités : sécuriser le mur arrière de la mai‐ son qui menace de s’affaisser dans la cour de la voisine, faire cou‐ per l’alimentation électrique pour éviter les décharges en présence de l’eau des lances et surtout vérifier la présence ou non du lo‐ cataire dans le brasier. Un dispositif de secours important sur place Durant la première partie de la matinée, l’avenue de la Lor‐ raine et la rue de Strasbourg ont été coupées à la circulation. Huit véhicules dont deux camions incendie, une vingtaine de pom‐ piers, trois agents de la police nationale et deux de la municipale sécurisent le site et interviennent activement. Un peu avant neuf heures, deux agents Enedis arrivent avec une nacelle afin de sec‐ tionner le câble d’alimentation électrique de la maison. Le frère du locataire, en lien téléphonique avec ses proches, s’interroge sur la présence de l’octogénaire durant l’incendie. Les secours lui apporteront cette réponse «  On s’occupe de lui… ». En milieu de matinée, plusieurs sources indiquaient qu’effectivement le vieux monsieur, et, en tout état de cause son chien, ont péri dans les flammes.",Factuel positif,factuel positif,positif,True
03/06/2023,Pas-de-Calais,Divion : un camion s'encastre dans une maisoin ce lundi matin,divers,3.0,factuel,La voix du Nord ,"Divion: un camion s’encastre dans une maison ce lundi matin Ce lundi matin, avant 10 h, un camion a fait une sortie de route et s’est encastré dans une maison rue de la République. Le camion, sans tracteur, vient de la rocade minière. Au feu rouge, le conducteur fait une malaise et traverse les voies de la rue de la République, heureusement sans personne. Il s’encastre dans la maison où se trouve une personne. Un monsieur est assis dans le canapé derrière le mur qui a été enfoncé. Les pompiers ont pris en charge le chauffeur du camion et le loca‐ taire, un peu choqué. Ils sont transportés à la polyclinique de la Clarence, sans inquiétude. En raison de la notion de risque d’effondrement, l’unité de sauve‐ tage et déblaiement des pompiers a été mobilisée pour un diagnos‐ tic et étayer sûrement la maison. Trente-sept pompiers de Bruay, Houdain, Bully, plus les spécialistes de l’unité spéciale, sont donc sur place. Enedis a coupé le courant rue de la République, le garage Haute‐ feuille va retirer le camion. Les agents du Département et la police rurale régulent la circulation sur une voie. Cet accident a créé un ralentissement en fin de rocade minière. Un relogement va devoir être envisagé.",Factuel,factuel,neutre,True
03/07/2023,Pas-de-Calais,"Saint-Martin : les zones commerciales privées d'électricté, pas de rétablissement avant 16h",greves,2.0,negatif,La voix du Nord ,"Saint-Martin : les zones commerciales privées d’électricité, pas de
rétablissement avant 16 h Une coupure d’électricité s’est produite à Saint-Martin-Boulogne et concerne la zone commerciale Auchan ainsi que la zone de l’Inquétrie. Leroy Merlin n’a, par exemple, pas pu ouvrir ses portes ce mardi matin. Une coupure de courant, probablement volontaire en cette journée de grève, impacte la zone commerciale Auchan. L’hypermarché peut fonctionner mais pas certains magasins comme Leroy Merlin. « On ne peut pas ouvrir, ni même la cour des matériaux car elle est fermée par des barrières qu’on ne peut pas actionner », explique Yves Dubreucq, le directeur du magasin de bricolage. Le centre d’entretien automobile Norauto est également privé de courant. « Nous sommes tous en magasin mais on ne peut pas intervenir sur les voitures », nous explique-t-on au standard de Norauto. D’autres commerces de la zone sont fermés, la coupure s’étant produite vers 7 heures ce mardi. Cette coupure concerne également la zone industrielle de l’Inquétrie, juste en face de la zone Auchan. « On est dans le noir ! », s’agace un chef d’entreprise de la zone. Aucun rétablissement du courant n’est prévu avant 16 heures, in‐ dique le service de presse d’Enedis.",Négatif,négatif,negatif,False
03/07/2023,Pas-de-Calais,"Une maison détruite par le feu à Liévin, son occupant brulé à la main",divers,3.0,factuel,La voix du Nord ,"Une maison détruite par le feu à Liévin, son occupant brûlé à
la main Un violent incendie s’est déclaré dans un garage d’habitation, mar‐ di matin, rue Denfert-Rochereau. Les flammes se sont ensuite pro‐ pagées rapidement. Un homme d’une quarantaine d’années a été légèrement blessé. L’air un peu hagard, la main droite enveloppée dans un épais ban‐ dage, cet homme d’une quarantaine d’années regarde sa maison partir en fumée. Il est 10 heures, mardi. Quelques instants plus tôt, l’homme qui réside rue Denfert-Roche‐ reau à Liévin a été cueilli par une, puis deux explosions provenant de son garage attenant à la maison. Un violent incendie a suivi. Le sinistre pourrait être dû au gaz. Toujours est-il que les flammes ont envahi le local, avant de se propager au reste du logement. Une vingtaine de pompiers L’occupant, lui, était sorti à l’arrivée des secours. Il a été légère‐ ment brûlé à la main par un morceau de plastique avant de quitter les lieux. L’homme a été examiné par l’infirmière des sapeurs-pom‐ piers, son état n’a pas nécessité d’hospitalisation. En parallèle, l’important dispositif de secours (une vingtaine de pompiers, venus des casernes de Liévin, Lens, Harnes, Lillers) a été déployé. Entre lances en action et grande échelle déployée, les soldats du feu ont passé toute la matinée à contenir le brasier, étendu sur une large surface. Les équipes d’Enedis et GrDF étaient également pré‐ sentes. Comme celles de la police municipale de Liévin, chargées de barrer la circulation dans cette rue qui jouxte la piscine liévi‐ noise. Les dégâts dans l’habitation sont très importants. Au point que le relogement du quadragénaire s’avère nécessaire.",Factuel,factuel,neutre,True
03/07/2023,Pas-de-Calais,"""C'est scandaleux!"" la coupure général d'électrcité cause la colère les Boulonnais",greves,1.0,negatif,Nord Littoral ,"C'est scandaleux!» la coupure général d'électricité cause la colère
les Boulonnais Plusieurs quartiers de Boulogne-sur-Mer sont privé d'électricité depuis 7 heures ce matin. 5 000 personnes sont sans électricité. Journaliste Temps de lecture: 2 min Partage : À l'occasion de la mobilisation du 7 mars contre la réforme des re‐ traites, plusieurs agents d'Enedis ont coupé le courant dans diffé‐ rents quartiers de la ville de Boulogne-sur-Mer. Depuis 7 h 30 ce matin , la vieille-ville dans son intégralité, une partie du quartier Bréquerecque, le secteur Dernier Sou, Capécure et la zone com‐ merciale Auchan sont plongés dans le noir. En pleine manifestation, de nombreux agents Enedis n'ont pas hési‐ té à exprimer leur point de vue : « On s'en fout, l'État n'avait qu'à nous écouter. On refera ce genre de coupure s'il faut. » Enedis af‐ firme que « nous condamnons ces propos et nous porterons plainte à l'encontre de ces agents. » Dans le quartier du dernier sou, plusieurs commerçants ont vu leur activité stoppées net comme des boulangeries ou des maisons de presse. La colère gronde et les appels au service client d'Enedis ne cessent de croître. « C'est complètement débile de faire ça, j'ai 300 euros de course dans mon frigo, je vais tout perdre… », se plaint Gislène, une habitante de Bréquerecque. Contacté, Enedis affirme n'être au courant que des coupures de Ca‐ pécure et de la zone Auchan Saint-Martin-Boulogne : « Le rétablis‐ sement est prévu pour 16 heures. » Commerçants, familles et étu‐ diants, tous ont été impactés, ce qui comptabilise plus de 5 000 personnes sans électricité.",Négatif ,négatif ,negatif,False
03/07/2023,Nord,Neuville-en-Ferrain : une opération de la CGT Energies plonge une partie de Promenade de Flandre dans le noir,greves,3.0,negatif,La voix du Nord ,"Ce matin, une cinquantaine de grévistes ont effectué une descente à Neuville-en-Ferrain, avant de couper le courant à une dizaine de commerces de la zone commerciale Promenade de Flandre. Tout a été rétabli vers 13 heures. Consultez l’actualité en vidéo « C’est fermé  ? Je suis venue exprès entre midi et deux pour ache‐ ter un pyjama... j’ai besoin d’un seul pyjama pour mon enfant, y a vraiment pas moyen  ? ». À la mine désespérée de l’employé du ma‐ gasin Kiabi, sécurisant des portes d’entrée qui ne se fermaient plus, cette cliente (à la mine toute aussi désespérée) a vite compris qu’à l’impossible, nul n’est tenu. Et pour cause  : quelques minutes plus tôt, une cinquantaine d’agents d’Enedis ont mené une opéra‐ tion coup de poing à hauteur du centre commercial Prome‐ nade de Flandre. Deux transformateurs électriques alimentant une partie de la zone commerciale ont été coupés, plongeant dans le noir total une dizaine de commerces (Gémo, Vert Baudet, Stokomani...) et de restaurants (KFC, Salad and Co, Trois brasseurs) et mettant aussi à l’arrêt des enseignes privées de caisses ainsi que des bornes de re‐ chargement Tesla. Si la situation est revenue à la normale vers 13 heures après l’intervention de cadres non grévistes, l’opération me‐ née par la CGT Énergies doit être vue comme un coup de semonce. Une « démonstration de force » « On a réussi à bloquer l’autoroute A22 ce matin », se félicitait un porte-parole des opposants à la réforme des retraites qui ont, en‐ suite, effectué une descente à l’intérieur d’un poste source, à Neu‐ ville-en-Ferrain, un ouvrage qui transforme la très haute tension en haute tension pour alimenter le réseau électrique. Cette « démons‐ tration de force » a d’ailleurs été accompagnée d’un feu de pneus (et de compteurs Linky) visible depuis Tourcoing. « Cette action, c’est aussi pour montrer à notre direction que si on veut, on peut mettre toute l’agglomération de Roubaix et de Tour‐ coing dans le noir. On peut tout couper. C’est tout à fait possible. Parce qu’au-delà de la réforme des retraites, on constate qu’on n’arrive plus à boucler nos fins de mois et ça, ça ne nous fait vrai‐ ment pas rigoler », explique un gréviste.Opérations Robin des Bois 
Ça c’était l’opération la plus visible. De façon plus discrète, des
techniciens adhérents à la CGT Énergies effectuent depuis ce
matin, sur toute la métropole lilloise, des actions « Robins
des bois ». Il s’agit pour ces agents, dans un contexte de hausse du
prix de l'électricité, de passer en tarif réduit les compteurs de PME,
comme des boulangeries, mais aussi et surtout de rétablir
l’électricité et le gaz dans certains foyers qui en ont été privés.",Négatif,négatif,negatif,False
03/07/2023,Nord Pas-de-Calais,Coupures ciblées dans le Nord Pas-de-calais,greves,1.0,negatif,20 minutes,"Coupures ciblées dans le Nord-Pas-de-Calais  Mardi matin, deux cou‐ pures d'électricité « sauvages », imputées par Ene‐ dis à des grévistes et visant la zone portuaire de Capécure ainsi qu'une zone commerciale, ont affecté jusqu'à 4 000 usa‐ gers à Boulogne-sur-Mer. Ene‐ dis entend « porter plainte ». Dans le Nord, une autre action d'agents d'Enedis, a privé de courant les usagers du centre commercial Promenade de Flandres. « Tout ce qu'il s'est passé est à l'initiative de la CGT », revendique Romain Fronek, responsable régional pour la Fédération nationale des mines et de l'énergie, ajou‐ tant qu'il fallait « une réaction à la mesure de l'attaque ».Photo : Syspeo / Sipa ■",Négatif,négatif,negatif,False
03/08/2023,Pas-de-Calais,Des milliers de personnes privées d'électrcité,greves,1.0,negatif,La semaine dans le Boulonnais,"Des milliers de personnes privées d'électricitéÀ l'occasion de la mobilisa‐ tion du 7 mars contre la réforme des retraites, plu‐ sieurs agents d'Enedis ont cou‐ pé le courant dans différents quartiers de la ville de Bou‐ logne-sur-Mer. Depuis 7h30 au matin, la vieille-ville dans son intégralité, une partie du quar‐ tier Bréquerecque, le secteur Dernier Sou, Capécure et la zone commerciale Auchan étaient plongés dans le noir. En pleine manifestation, de nom‐ breux agents Enedis n'ont pas hésité à exprimer leur point de vue: «On s'en fout, l'État n'avait qu'à nous écouter. On refera ce genre de coupure s'il faut.» Enedis affirme que «nous condamnons ces propos et nous porterons plainte à l'encontre de ces agents.» Le problème, c'est que la popula‐ tion victime de la coupure est en colère: «C'est complète‐ ment débile de faire ça, j'ai 300 euros de course dans mon fri‐ go, je vais tout perdre...», se plaint Gislène, une habitante de Bréquerecque. Contacté, Enedis affirme n'être au cou‐ rant que des coupures de Ca‐ pécure et de la zone Auchan Saint-Martin-Boulogne: «Le ré‐ tablissement est prévu pour 16 heures.» Commerçants, fa‐ milles et étudiants, tous ont été impactés, ce qui comptabilise plus de 5000 personnes sans électricité.Louis Nam ■",Négatif ,négatif ,negatif,False
03/09/2023,Nord,Le marchand de fleurs trouve la mort suite à un malaise au volant ,divers,1.0,factuel,L'observateur du Douaisis,"Le marchand de fleurs trouve la mort suite à un malaise au
volant Le véhicule a percu‐ té le cabinet den‐ taire à l’angle des rues du Calvaire et de Douai. un homme a trouvé la mort dans un accident de la route survenu le mercredi 1er mars aux alentours de 11h45 à Auberchicourt à l’angle des rue du Calvaire et de Douai. Le conducteur aurait été victime d’un malaise au vo‐ lant de son véhicule. La victime n’était autre que Dominique Maréchal, le marchand de fleurs du marché d’Auberchicourt dans lequel il travaillait depuis plusieurs an‐ nées. Il venait de quitter le marché par la rue Bernonville pour rejoindre son domicile à Escaudain. En quittant le centre-ville pour rejoindre la route de Douai, son véhicule aurait dévié de sa trajectoire percutant un poteau et une ar‐ moire électrique. Alertés, les secours, les pompiers, la police ainsi que la maire Marie-Hé‐ lène Leroy sont rapidement ar‐ rivés sur place. Malgré leurs efforts, les secours n’ont pas réussi à ranimer Dominique Maréchal. Vers 14h, un véhi‐ cule funéraire était sur place tandis que la police assurait la circulation sur une voie alter‐ née. Vers 15h, les services ENEDIS étaient toujours sur place pour enlever l’armoire électrique qui a subi de lourds dégâts, en poser une nouvelle et redistribuer l’énergie vers une vingtaine de foyers",Factuel,factuel,neutre,True
